rental_id,customer_id,car_id,rental_date,return_date
RNT6899,CUST4888,CAR60,2023-08-29,2021-10-22
RNT6900,CUST5768,CAR23,2024-06-27,2023-01-15
RNT6901,CUST10343,CAR75,2024-02-19,2023-07-28
RNT6902,CUST7350,CAR44,2023-04-28,2024-09-06
RNT6903,CUST10672,CAR49,2024-08-14,2022-12-28
RNT6904,CUST11725,CAR80,2023-10-22,2024-03-06
RNT6905,CUST2929,CAR54,2023-10-29,2022-07-02
RNT6906,CUST17323,CAR15,2024-04-13,2022-07-29
RNT6907,CUST8449,CAR88,2022-01-09,2023-07-05
RNT6908,CUST9352,CAR26,2023-08-20,2023-08-01
RNT6909,CUST2646,CAR79,2024-07-11,2022-08-15
RNT6910,CUST16529,CAR78,2023-03-25,2024-08-22
RNT6911,CUST10841,CAR57,2023-12-16,2022-02-28
RNT6912,CUST329,CAR72,2022-09-20,2021-11-15
RNT6913,CUST11079,CAR37,2023-05-01,2024-05-09
RNT6914,CUST605,CAR25,2021-10-27,2021-10-03
RNT6915,CUST6046,CAR19,2022-06-25,2024-04-25
RNT6916,CUST8369,CAR45,2023-06-25,2021-12-22
RNT6917,CUST387,CAR11,2024-02-11,2021-11-07
RNT6918,CUST6553,CAR11,2024-01-29,2023-11-01
RNT6919,CUST5113,CAR17,2023-03-03,2023-12-16
RNT6920,CUST14685,CAR61,2021-10-09,2023-04-19
RNT6921,CUST5442,CAR22,2023-08-20,2022-11-09
RNT6922,CUST12646,CAR87,2023-11-03,2023-06-25
RNT6923,CUST13220,CAR91,2021-10-16,2023-02-26
RNT6924,CUST4012,CAR89,2022-06-13,2022-01-13
RNT6925,CUST17067,CAR72,2024-07-23,2023-11-08
RNT6926,CUST1543,CAR6,2023-10-24,2022-07-31
RNT6927,CUST4866,CAR5,2023-07-19,2024-08-25
RNT6928,CUST15954,CAR67,2024-04-01,2024-09-03
RNT6929,CUST9243,CAR47,2023-02-27,2022-09-23
RNT6930,CUST1295,CAR24,2024-02-23,2024-07-22
RNT6931,CUST15279,CAR45,2023-02-13,2024-03-05
RNT6932,CUST2703,CAR26,2022-02-12,2023-04-04
RNT6933,CUST10435,CAR12,2023-11-01,2023-02-04
RNT6934,CUST8019,CAR5,2024-02-01,2023-09-19
RNT6935,CUST6931,CAR69,2022-02-09,2021-11-08
RNT6936,CUST407,CAR69,2022-11-21,2024-01-22
RNT6937,CUST15866,CAR79,2021-11-18,2021-11-04
RNT6938,CUST13807,CAR87,2022-11-21,2023-01-26
RNT6939,CUST3389,CAR25,2023-11-14,2022-08-15
RNT6940,CUST4159,CAR49,2023-05-20,2024-07-13
RNT6941,CUST8175,CAR49,2022-06-16,2021-11-02
RNT6942,CUST13398,CAR65,2024-01-31,2024-01-17
RNT6943,CUST9221,CAR61,2022-05-01,2022-01-31
RNT6944,CUST9276,CAR82,2023-09-29,2022-02-16
RNT6945,CUST7155,CAR15,2024-05-07,2021-09-25
RNT6946,CUST11213,CAR50,2023-03-22,2024-04-22
RNT6947,CUST9983,CAR82,2021-09-21,2023-02-02
RNT6948,CUST4487,CAR38,2022-10-08,2024-07-15
RNT6949,CUST16674,CAR33,2021-11-29,2024-01-30
RNT6950,CUST16281,CAR25,2022-12-21,2024-05-25
RNT6951,CUST10491,CAR10,2023-01-09,2021-11-29
RNT6952,CUST16412,CAR52,2024-03-19,2022-04-30
RNT6953,CUST2379,CAR56,2024-03-19,2021-10-17
RNT6954,CUST5951,CAR11,2024-01-23,2021-11-30
RNT6955,CUST13741,CAR57,2021-12-10,2023-05-31
RNT6956,CUST16224,CAR75,2023-01-24,2024-07-24
RNT6957,CUST4472,CAR82,2022-02-23,2021-12-05
RNT6958,CUST5044,CAR44,2024-02-10,2022-11-24
RNT6959,CUST14166,CAR39,2022-12-28,2024-01-23
RNT6960,CUST8598,CAR49,2024-01-06,2023-10-04
RNT6961,CUST5190,CAR90,2024-01-20,2022-06-17
RNT6962,CUST704,CAR68,2024-03-03,2022-07-09
RNT6963,CUST1785,CAR81,2021-11-30,2022-12-06
RNT6964,CUST2060,CAR82,2022-10-09,2023-06-02
RNT6965,CUST9856,CAR27,2022-07-09,2023-06-28
RNT6966,CUST7402,CAR46,2022-01-15,2022-07-05
RNT6967,CUST4232,CAR10,2023-12-14,2023-04-20
RNT6968,CUST17127,CAR48,2022-08-23,2022-09-29
RNT6969,CUST15721,CAR7,2023-09-28,2023-03-12
RNT6970,CUST13613,CAR12,2022-04-12,2023-12-14
RNT6971,CUST4828,CAR86,2022-12-09,2021-12-17
RNT6972,CUST8035,CAR66,2022-05-15,2024-01-25
RNT6973,CUST12773,CAR32,2024-03-24,2022-12-31
RNT6974,CUST114,CAR28,2024-06-16,2022-01-02
RNT6975,CUST4799,CAR29,2024-08-10,2022-06-09
RNT6976,CUST14490,CAR2,2022-08-24,2022-07-10
RNT6977,CUST8081,CAR8,2024-08-27,2023-12-08
RNT6978,CUST5471,CAR69,2024-03-01,2021-12-31
RNT6979,CUST8479,CAR73,2024-07-08,2022-02-17
RNT6980,CUST1710,CAR17,2023-07-26,2024-07-01
RNT6981,CUST3854,CAR36,2023-12-16,2022-03-02
RNT6982,CUST8861,CAR41,2022-11-04,2023-03-19
RNT6983,CUST10385,CAR68,2024-09-07,2022-02-24
RNT6984,CUST16161,CAR48,2024-01-25,2023-09-13
RNT6985,CUST3728,CAR61,2021-10-28,2023-01-08
RNT6986,CUST7020,CAR76,2021-11-06,2024-04-01
RNT6987,CUST8180,CAR34,2021-09-22,2022-10-25
RNT6988,CUST6649,CAR72,2022-08-29,2022-06-18
RNT6989,CUST11454,CAR40,2023-04-09,2022-06-22
RNT6990,CUST12587,CAR55,2023-06-20,2023-11-11
RNT6991,CUST7847,CAR87,2024-05-23,2022-04-13
RNT6992,CUST7954,CAR19,2024-09-03,2024-08-05
RNT6993,CUST17297,CAR75,2023-12-31,2024-05-21
RNT6994,CUST16780,CAR6,2022-10-16,2021-12-29
RNT6995,CUST1326,CAR2,2024-08-30,2024-03-07
RNT6996,CUST14086,CAR57,2024-06-01,2022-09-01
RNT6997,CUST11153,CAR50,2023-12-12,2021-09-28
RNT6998,CUST15264,CAR21,2023-03-11,2023-08-22
RNT6999,CUST11294,CAR12,2023-09-19,2022-03-31
RNT7000,CUST863,CAR46,2023-10-05,2022-04-15
RNT7001,CUST9408,CAR5,2023-02-25,2022-12-10
RNT7002,CUST14165,CAR57,2023-07-12,2022-04-03
RNT7003,CUST8623,CAR29,2022-01-13,2024-09-10
RNT7004,CUST14719,CAR62,2023-10-09,2021-11-12
RNT7005,CUST4849,CAR65,2024-06-02,2023-03-09
RNT7006,CUST8831,CAR82,2022-05-16,2021-10-14
RNT7007,CUST13137,CAR85,2024-07-04,2022-03-23
RNT7008,CUST3367,CAR19,2024-05-19,2024-03-29
RNT7009,CUST4810,CAR68,2022-10-06,2022-01-24
RNT7010,CUST16598,CAR84,2022-05-29,2022-02-19
RNT7011,CUST2177,CAR40,2023-07-19,2024-09-15
RNT7012,CUST11504,CAR60,2024-07-12,2024-03-06
RNT7013,CUST3208,CAR61,2022-04-01,2022-01-23
RNT7014,CUST4946,CAR71,2024-02-08,2023-04-20
RNT7015,CUST5662,CAR79,2021-10-24,2023-11-09
RNT7016,CUST14557,CAR31,2022-09-30,2023-11-07
RNT7017,CUST3048,CAR64,2023-07-07,2024-07-29
RNT7018,CUST406,CAR27,2023-03-23,2021-11-01
RNT7019,CUST17299,CAR87,2023-11-27,2023-06-23
RNT7020,CUST4352,CAR78,2022-03-11,2024-05-15
RNT7021,CUST2241,CAR63,2021-10-15,2022-09-29
RNT7022,CUST16021,CAR53,2023-03-01,2022-06-08
RNT7023,CUST16707,CAR74,2022-02-25,2022-05-03
RNT7024,CUST2784,CAR90,2023-09-29,2024-07-23
RNT7025,CUST17255,CAR10,2023-08-06,2021-11-17
RNT7026,CUST12330,CAR19,2023-11-01,2021-12-24
RNT7027,CUST9016,CAR67,2023-03-17,2022-10-13
RNT7028,CUST4601,CAR82,2022-06-22,2022-09-19
RNT7029,CUST7490,CAR0,2023-02-14,2021-09-21
RNT7030,CUST4134,CAR3,2023-09-25,2022-09-29
RNT7031,CUST12618,CAR60,2023-05-13,2023-08-22
RNT7032,CUST9312,CAR50,2021-12-05,2024-01-20
RNT7033,CUST9926,CAR88,2023-11-29,2024-06-08
RNT7034,CUST5872,CAR35,2024-03-21,2022-07-17
RNT7035,CUST10637,CAR14,2022-09-13,2023-03-11
RNT7036,CUST13507,CAR76,2023-07-23,2023-05-13
RNT7037,CUST4032,CAR12,2022-04-15,2024-06-26
RNT7038,CUST7750,CAR33,2022-10-18,2023-05-29
RNT7039,CUST13457,CAR60,2021-10-20,2024-07-23
RNT7040,CUST2841,CAR50,2023-05-15,2023-10-05
RNT7041,CUST13286,CAR68,2021-10-30,2023-09-30
RNT7042,CUST5723,CAR34,2023-12-03,2023-06-09
RNT7043,CUST15488,CAR63,2024-08-11,2021-10-26
RNT7044,CUST11986,CAR58,2024-02-25,2023-10-27
RNT7045,CUST9102,CAR37,2023-02-21,2022-03-11
RNT7046,CUST2325,CAR69,2023-05-22,2023-12-31
RNT7047,CUST13199,CAR6,2021-10-15,2023-07-30
RNT7048,CUST12373,CAR13,2022-03-30,2023-07-07
RNT7049,CUST4415,CAR34,2022-08-14,2024-06-07
RNT7050,CUST7227,CAR15,2022-03-21,2022-01-03
RNT7051,CUST3012,CAR39,2023-03-12,2022-05-12
RNT7052,CUST15889,CAR92,2022-03-18,2023-08-25
RNT7053,CUST12790,CAR91,2024-02-16,2023-08-06
RNT7054,CUST9574,CAR2,2024-08-25,2023-01-08
RNT7055,CUST2054,CAR27,2023-03-24,2023-05-31
RNT7056,CUST8709,CAR55,2022-12-01,2022-09-23
RNT7057,CUST10275,CAR70,2022-03-27,2023-02-15
RNT7058,CUST13126,CAR39,2024-06-05,2021-10-06
RNT7059,CUST15045,CAR47,2024-08-16,2024-06-03
RNT7060,CUST4752,CAR7,2022-12-04,2023-03-16
RNT7061,CUST6343,CAR45,2023-05-29,2024-05-08
RNT7062,CUST4970,CAR39,2024-06-01,2022-12-21
RNT7063,CUST2534,CAR40,2023-09-06,2024-02-11
RNT7064,CUST15030,CAR91,2023-09-09,2022-01-31
RNT7065,CUST11633,CAR13,2023-11-25,2023-09-29
RNT7066,CUST7789,CAR58,2022-06-28,2023-01-27
RNT7067,CUST100,CAR60,2024-07-05,2024-03-19
RNT7068,CUST12949,CAR31,2023-05-30,2021-11-06
RNT7069,CUST145,CAR67,2023-09-25,2022-09-29
RNT7070,CUST4918,CAR67,2023-08-18,2024-06-15
RNT7071,CUST10106,CAR76,2023-01-16,2022-10-01
RNT7072,CUST15559,CAR37,2023-01-16,2024-04-22
RNT7073,CUST4252,CAR74,2023-04-28,2022-10-03
RNT7074,CUST8604,CAR28,2024-04-19,2023-01-06
RNT7075,CUST13206,CAR70,2022-10-27,2022-09-15
RNT7076,CUST13412,CAR72,2024-09-05,2022-05-06
RNT7077,CUST9876,CAR25,2022-09-12,2023-05-14
RNT7078,CUST12822,CAR15,2024-08-02,2024-07-13
RNT7079,CUST16309,CAR77,2023-10-04,2023-08-04
RNT7080,CUST5879,CAR24,2022-08-22,2023-06-19
RNT7081,CUST12495,CAR6,2023-03-29,2024-07-13
RNT7082,CUST6473,CAR71,2022-04-02,2022-04-05
RNT7083,CUST13148,CAR23,2023-08-08,2023-09-08
RNT7084,CUST10534,CAR35,2023-07-22,2022-11-10
RNT7085,CUST12922,CAR89,2024-08-22,2024-06-06
RNT7086,CUST12029,CAR82,2021-10-22,2022-11-06
RNT7087,CUST9637,CAR11,2023-04-17,2024-06-29
RNT7088,CUST8051,CAR91,2023-12-26,2022-08-27
RNT7089,CUST15529,CAR13,2023-12-13,2022-12-26
RNT7090,CUST11200,CAR1,2023-04-13,2024-08-02
RNT7091,CUST13633,CAR72,2022-06-05,2022-01-20
RNT7092,CUST7905,CAR34,2024-07-07,2023-07-12
RNT7093,CUST5349,CAR8,2024-02-20,2023-06-25
RNT7094,CUST8750,CAR53,2022-08-31,2022-02-09
RNT7095,CUST8418,CAR21,2024-05-14,2023-05-27
RNT7096,CUST8548,CAR61,2023-09-16,2023-04-03
RNT7097,CUST1498,CAR76,2021-10-31,2022-05-28
RNT7098,CUST7837,CAR71,2022-10-27,2022-09-15
RNT7099,CUST9125,CAR61,2023-08-14,2023-06-27
RNT7100,CUST11760,CAR1,2023-03-03,2022-10-07
RNT7101,CUST1923,CAR31,2022-09-21,2024-06-14
RNT7102,CUST10973,CAR30,2022-04-22,2022-09-28
RNT7103,CUST12167,CAR58,2022-03-27,2022-07-12
RNT7104,CUST9962,CAR32,2023-08-14,2023-09-28
RNT7105,CUST2092,CAR3,2022-04-06,2022-11-21
RNT7106,CUST4410,CAR73,2024-07-11,2023-03-07
RNT7107,CUST3926,CAR78,2023-11-09,2022-11-27
RNT7108,CUST17046,CAR28,2022-11-06,2024-03-07
RNT7109,CUST2672,CAR21,2021-11-26,2023-07-19
RNT7110,CUST9831,CAR47,2023-02-03,2022-12-22
RNT7111,CUST1351,CAR61,2021-11-10,2021-10-08
RNT7112,CUST5314,CAR46,2022-09-24,2022-08-28
RNT7113,CUST6606,CAR63,2021-12-24,2022-09-04
RNT7114,CUST12657,CAR46,2022-02-12,2022-04-28
RNT7115,CUST11755,CAR30,2023-10-09,2023-12-16
RNT7116,CUST15201,CAR39,2022-03-29,2024-01-19
RNT7117,CUST1392,CAR17,2023-07-31,2024-03-08
RNT7118,CUST8460,CAR92,2022-04-02,2021-12-24
RNT7119,CUST7103,CAR12,2022-02-10,2024-06-17
RNT7120,CUST17282,CAR52,2024-08-20,2024-07-05
RNT7121,CUST7149,CAR34,2024-05-23,2022-03-19
RNT7122,CUST3352,CAR16,2022-04-22,2023-05-02
RNT7123,CUST4857,CAR75,2023-09-21,2023-05-07
RNT7124,CUST7997,CAR74,2023-01-14,2021-12-09
RNT7125,CUST1708,CAR32,2024-04-24,2022-08-03
RNT7126,CUST6376,CAR9,2023-04-08,2022-09-07
RNT7127,CUST627,CAR25,2024-01-28,2021-11-20
RNT7128,CUST12858,CAR92,2023-01-12,2022-05-25
RNT7129,CUST14114,CAR74,2023-07-09,2024-04-17
RNT7130,CUST16245,CAR6,2023-01-14,2023-12-09
RNT7131,CUST8882,CAR50,2021-11-21,2022-07-06
RNT7132,CUST6646,CAR10,2024-08-05,2023-06-20
RNT7133,CUST11096,CAR18,2024-07-11,2022-11-07
RNT7134,CUST14556,CAR51,2023-03-02,2022-11-30
RNT7135,CUST3172,CAR35,2022-01-19,2022-09-15
RNT7136,CUST6879,CAR72,2022-11-14,2024-01-08
RNT7137,CUST6892,CAR86,2021-10-19,2022-08-27
RNT7138,CUST14913,CAR41,2022-03-27,2023-11-26
RNT7139,CUST197,CAR73,2022-01-25,2022-09-09
RNT7140,CUST4025,CAR51,2022-09-20,2023-06-23
RNT7141,CUST8127,CAR56,2024-03-26,2022-12-23
RNT7142,CUST5575,CAR70,2024-01-22,2021-10-30
RNT7143,CUST5463,CAR57,2023-09-28,2022-08-19
RNT7144,CUST12615,CAR69,2023-03-12,2023-05-13
RNT7145,CUST2388,CAR83,2022-03-09,2022-10-01
RNT7146,CUST5009,CAR28,2023-11-28,2022-07-19
RNT7147,CUST14707,CAR60,2022-03-25,2023-04-10
RNT7148,CUST11450,CAR9,2023-10-25,2024-03-06
RNT7149,CUST4277,CAR21,2024-05-08,2024-05-02
RNT7150,CUST9101,CAR52,2024-09-07,2023-08-06
RNT7151,CUST1799,CAR1,2024-08-31,2023-08-02
RNT7152,CUST9786,CAR12,2023-01-05,2024-06-18
RNT7153,CUST7526,CAR29,2024-03-14,2023-06-10
RNT7154,CUST16706,CAR52,2024-02-24,2023-12-13
RNT7155,CUST6895,CAR33,2022-06-18,2023-05-29
RNT7156,CUST15259,CAR5,2023-11-17,2023-07-18
RNT7157,CUST9769,CAR37,2023-02-26,2022-08-09
RNT7158,CUST6223,CAR34,2024-08-09,2024-06-29
RNT7159,CUST4847,CAR36,2022-03-16,2023-02-17
RNT7160,CUST16471,CAR71,2022-11-20,2022-01-07
RNT7161,CUST5698,CAR51,2021-10-29,2023-11-02
RNT7162,CUST8056,CAR77,2023-06-29,2023-02-10
RNT7163,CUST7463,CAR92,2022-03-29,2024-07-24
RNT7164,CUST14067,CAR80,2022-12-16,2023-04-15
RNT7165,CUST2713,CAR4,2022-11-17,2023-03-16
RNT7166,CUST3148,CAR11,2021-09-20,2023-03-20
RNT7167,CUST9459,CAR44,2023-05-31,2022-02-02
RNT7168,CUST15014,CAR19,2023-06-01,2024-05-08
RNT7169,CUST16738,CAR31,2022-05-29,2022-11-14
RNT7170,CUST13596,CAR67,2022-11-13,2022-02-14
RNT7171,CUST4934,CAR57,2024-03-25,2023-08-21
RNT7172,CUST11933,CAR54,2022-05-06,2021-11-24
RNT7173,CUST7956,CAR58,2021-10-01,2022-08-22
RNT7174,CUST12149,CAR12,2023-12-27,2023-10-15
RNT7175,CUST17308,CAR35,2022-12-03,2022-03-06
RNT7176,CUST16899,CAR9,2023-07-07,2022-02-10
RNT7177,CUST6463,CAR33,2021-12-30,2024-04-24
RNT7178,CUST8513,CAR27,2023-08-31,2024-03-06
RNT7179,CUST1618,CAR67,2022-07-20,2022-02-28
RNT7180,CUST3334,CAR21,2024-01-18,2022-06-06
RNT7181,CUST6457,CAR48,2023-04-10,2024-06-03
RNT7182,CUST9282,CAR45,2022-06-02,2023-07-30
RNT7183,CUST7603,CAR34,2023-03-04,2022-07-16
RNT7184,CUST5580,CAR67,2021-10-01,2024-01-06
RNT7185,CUST7306,CAR67,2021-10-23,2023-04-30
RNT7186,CUST5898,CAR56,2023-10-26,2024-01-04
RNT7187,CUST16694,CAR87,2023-04-06,2022-01-03
RNT7188,CUST7570,CAR37,2022-02-17,2022-07-13
RNT7189,CUST6674,CAR36,2022-05-12,2022-06-27
RNT7190,CUST210,CAR79,2024-07-15,2021-09-24
RNT7191,CUST6600,CAR66,2021-10-02,2023-09-09
RNT7192,CUST12309,CAR41,2023-11-10,2023-11-18
RNT7193,CUST15598,CAR43,2023-11-16,2022-03-12
RNT7194,CUST751,CAR11,2023-05-09,2021-09-20
RNT7195,CUST16592,CAR89,2022-04-15,2023-05-17
RNT7196,CUST6230,CAR72,2024-02-20,2023-07-26
RNT7197,CUST14056,CAR52,2023-03-25,2022-07-11
RNT7198,CUST12994,CAR80,2024-05-05,2023-03-07
RNT7199,CUST12678,CAR49,2022-10-17,2023-07-03
RNT7200,CUST3094,CAR34,2023-01-09,2024-06-01
RNT7201,CUST3691,CAR83,2022-01-21,2021-11-14
RNT7202,CUST8542,CAR62,2023-08-23,2022-08-09
RNT7203,CUST10712,CAR81,2024-08-08,2021-12-11
RNT7204,CUST15445,CAR88,2023-03-17,2022-12-18
RNT7205,CUST15743,CAR2,2023-07-03,2024-05-06
RNT7206,CUST13242,CAR14,2022-01-29,2023-01-24
RNT7207,CUST14067,CAR6,2023-09-04,2022-10-04
RNT7208,CUST14546,CAR34,2022-12-24,2023-03-24
RNT7209,CUST13862,CAR38,2023-07-15,2021-12-18
RNT7210,CUST5025,CAR13,2022-05-11,2021-11-21
RNT7211,CUST7133,CAR27,2023-04-08,2024-08-09
RNT7212,CUST8366,CAR55,2024-06-29,2021-11-13
RNT7213,CUST7012,CAR0,2024-07-20,2024-08-02
RNT7214,CUST11107,CAR62,2021-09-17,2021-09-23
RNT7215,CUST506,CAR20,2022-05-17,2023-06-08
RNT7216,CUST3262,CAR58,2024-03-25,2023-09-01
RNT7217,CUST5170,CAR75,2022-05-14,2022-05-20
RNT7218,CUST16184,CAR89,2022-10-29,2024-07-01
RNT7219,CUST11118,CAR48,2022-09-14,2023-10-28
RNT7220,CUST11254,CAR14,2023-03-24,2022-05-04
RNT7221,CUST2609,CAR34,2022-01-02,2022-02-10
RNT7222,CUST15194,CAR16,2022-01-07,2023-06-08
RNT7223,CUST5790,CAR0,2023-04-09,2022-10-17
RNT7224,CUST13821,CAR42,2021-09-17,2022-02-25
RNT7225,CUST3148,CAR18,2023-05-02,2022-11-22
RNT7226,CUST10554,CAR26,2024-05-07,2023-01-07
RNT7227,CUST12521,CAR65,2023-11-25,2022-08-26
RNT7228,CUST13012,CAR55,2023-11-16,2022-05-02
RNT7229,CUST16594,CAR81,2022-02-03,2024-05-24
RNT7230,CUST8662,CAR38,2024-02-19,2024-06-08
RNT7231,CUST14284,CAR63,2023-07-05,2023-08-12
RNT7232,CUST13833,CAR91,2023-11-24,2023-09-21
RNT7233,CUST8112,CAR15,2022-12-19,2022-06-30
RNT7234,CUST14525,CAR55,2024-03-31,2023-07-06
RNT7235,CUST15829,CAR41,2022-06-20,2021-11-18
RNT7236,CUST3770,CAR84,2021-11-02,2024-08-14
RNT7237,CUST14516,CAR46,2022-06-23,2022-11-12
RNT7238,CUST10329,CAR31,2022-03-04,2023-07-11
RNT7239,CUST12746,CAR48,2022-11-08,2022-09-28
RNT7240,CUST10968,CAR67,2021-10-22,2024-04-09
RNT7241,CUST15601,CAR48,2023-04-11,2021-10-15
RNT7242,CUST3511,CAR5,2024-04-24,2021-10-15
RNT7243,CUST1990,CAR90,2021-10-15,2022-02-23
RNT7244,CUST9573,CAR73,2022-06-10,2022-09-01
RNT7245,CUST8807,CAR81,2023-06-26,2024-07-23
RNT7246,CUST13200,CAR70,2023-07-09,2022-04-02
RNT7247,CUST13536,CAR40,2022-06-01,2023-02-08
RNT7248,CUST779,CAR45,2024-06-20,2024-07-17
RNT7249,CUST15624,CAR43,2023-10-24,2024-05-22
RNT7250,CUST10779,CAR67,2022-01-25,2021-09-18
RNT7251,CUST17233,CAR47,2024-01-13,2023-06-05
RNT7252,CUST5784,CAR6,2021-11-20,2022-01-25
RNT7253,CUST12709,CAR8,2023-12-11,2022-11-16
RNT7254,CUST4136,CAR33,2024-05-19,2024-05-16
RNT7255,CUST8969,CAR87,2022-05-13,2022-04-13
RNT7256,CUST7210,CAR71,2022-09-25,2023-06-04
RNT7257,CUST16511,CAR2,2022-12-02,2024-05-08
RNT7258,CUST7601,CAR42,2022-07-13,2022-12-22
RNT7259,CUST1902,CAR83,2023-10-10,2022-05-19
RNT7260,CUST5116,CAR68,2022-05-28,2024-04-07
RNT7261,CUST14553,CAR29,2024-07-25,2024-04-22
RNT7262,CUST9701,CAR54,2022-03-23,2022-11-12
RNT7263,CUST4038,CAR61,2024-01-31,2023-01-16
RNT7264,CUST13196,CAR29,2024-02-11,2021-11-06
RNT7265,CUST8209,CAR51,2024-06-01,2022-02-24
RNT7266,CUST662,CAR21,2021-10-25,2021-11-07
RNT7267,CUST11445,CAR37,2024-04-04,2023-01-18
RNT7268,CUST11366,CAR1,2024-07-14,2023-09-28
RNT7269,CUST94,CAR2,2021-10-23,2023-04-13
RNT7270,CUST5640,CAR38,2022-07-21,2021-10-18
RNT7271,CUST8575,CAR69,2023-03-14,2022-03-24
RNT7272,CUST12678,CAR70,2023-04-08,2022-12-29
RNT7273,CUST14176,CAR85,2022-04-22,2022-11-04
RNT7274,CUST4577,CAR69,2023-01-17,2022-05-29
RNT7275,CUST14879,CAR76,2022-10-27,2023-10-17
RNT7276,CUST11147,CAR48,2021-10-08,2024-06-25
RNT7277,CUST8879,CAR88,2023-07-08,2021-11-20
RNT7278,CUST6867,CAR53,2021-12-21,2024-03-12
RNT7279,CUST14356,CAR78,2022-03-11,2023-11-24
RNT7280,CUST10984,CAR25,2022-01-03,2022-06-10
RNT7281,CUST3116,CAR49,2024-04-22,2024-05-04
RNT7282,CUST2221,CAR57,2022-01-15,2023-01-12
RNT7283,CUST14598,CAR0,2022-06-20,2021-11-20
RNT7284,CUST7378,CAR12,2022-01-31,2021-09-27
RNT7285,CUST1911,CAR78,2023-06-01,2024-07-03
RNT7286,CUST2138,CAR79,2022-01-16,2022-10-19
RNT7287,CUST8096,CAR12,2023-02-04,2024-02-21
RNT7288,CUST16936,CAR8,2023-02-07,2024-04-03
RNT7289,CUST4979,CAR63,2022-07-06,2023-09-29
RNT7290,CUST3889,CAR92,2022-04-03,2022-02-28
RNT7291,CUST2912,CAR37,2022-08-01,2022-09-01
RNT7292,CUST7879,CAR41,2024-01-17,2022-07-17
RNT7293,CUST7378,CAR1,2023-10-02,2022-04-01
RNT7294,CUST10153,CAR10,2022-08-01,2022-04-24
RNT7295,CUST3268,CAR56,2024-05-04,2022-11-01
RNT7296,CUST8514,CAR10,2022-10-21,2023-09-15
RNT7297,CUST667,CAR56,2022-11-04,2022-07-27
RNT7298,CUST3471,CAR29,2024-04-20,2023-06-09
RNT7299,CUST13353,CAR54,2022-07-07,2022-04-06
RNT7300,CUST10315,CAR52,2023-06-13,2023-04-23
RNT7301,CUST2571,CAR56,2024-05-05,2023-09-25
RNT7302,CUST14157,CAR77,2023-06-24,2022-08-11
RNT7303,CUST9318,CAR93,2022-11-15,2024-05-18
RNT7304,CUST572,CAR10,2023-10-16,2021-10-17
RNT7305,CUST7706,CAR89,2022-02-20,2022-03-27
RNT7306,CUST2827,CAR44,2021-12-26,2022-12-28
RNT7307,CUST10496,CAR33,2021-11-03,2024-07-08
RNT7308,CUST7161,CAR35,2024-03-23,2023-12-11
RNT7309,CUST14367,CAR87,2022-03-19,2023-03-27
RNT7310,CUST13785,CAR40,2021-12-05,2023-02-13
RNT7311,CUST3081,CAR40,2023-03-23,2023-04-06
RNT7312,CUST7291,CAR40,2021-12-08,2023-02-08
RNT7313,CUST5086,CAR82,2023-08-04,2024-06-17
RNT7314,CUST7702,CAR39,2024-07-24,2023-07-17
RNT7315,CUST9110,CAR81,2022-10-12,2024-05-19
RNT7316,CUST2553,CAR0,2024-01-22,2023-01-08
RNT7317,CUST1092,CAR79,2023-12-07,2021-12-11
RNT7318,CUST8959,CAR91,2021-11-11,2023-03-03
RNT7319,CUST2804,CAR25,2022-06-13,2024-06-22
RNT7320,CUST13420,CAR30,2022-05-12,2022-11-08
RNT7321,CUST5725,CAR13,2024-08-03,2022-07-01
RNT7322,CUST8607,CAR85,2023-09-26,2023-09-05
RNT7323,CUST1352,CAR35,2023-03-20,2022-05-12
RNT7324,CUST9824,CAR60,2023-09-07,2022-05-12
RNT7325,CUST4718,CAR19,2024-04-21,2022-12-26
RNT7326,CUST11478,CAR57,2021-11-21,2023-11-08
RNT7327,CUST14435,CAR29,2023-10-19,2023-06-21
RNT7328,CUST16036,CAR16,2024-02-14,2023-08-08
RNT7329,CUST445,CAR11,2023-03-23,2023-08-12
RNT7330,CUST4311,CAR24,2022-03-31,2023-02-26
RNT7331,CUST6271,CAR66,2021-12-15,2023-03-03
RNT7332,CUST3864,CAR8,2022-10-08,2024-03-24
RNT7333,CUST12794,CAR60,2022-12-16,2022-01-26
RNT7334,CUST7164,CAR55,2024-07-10,2024-05-01
RNT7335,CUST2113,CAR2,2022-06-16,2023-05-19
RNT7336,CUST3790,CAR59,2021-10-30,2023-08-08
RNT7337,CUST4089,CAR52,2023-01-14,2023-10-08
RNT7338,CUST3625,CAR16,2021-10-06,2022-12-14
RNT7339,CUST12926,CAR55,2022-10-23,2022-11-13
RNT7340,CUST15602,CAR35,2023-12-29,2023-12-31
RNT7341,CUST8382,CAR64,2023-10-01,2023-05-22
RNT7342,CUST7491,CAR86,2023-01-06,2024-08-11
RNT7343,CUST12692,CAR88,2023-12-22,2022-05-09
RNT7344,CUST11926,CAR85,2022-05-12,2022-01-30
RNT7345,CUST955,CAR90,2024-09-07,2022-04-12
RNT7346,CUST14143,CAR72,2022-03-27,2022-03-02
RNT7347,CUST7754,CAR61,2022-09-16,2022-04-01
RNT7348,CUST2361,CAR37,2021-11-23,2024-05-08
RNT7349,CUST6860,CAR65,2023-08-26,2024-03-12
